filt_time,filt_cycle_number,filt_marker,filt_delc_var_det1_HbO2,filt_delc_var_det1_HHb,filt_delc_var_det1_ox-redCCO,filt_delc_var_det1_HbT,filt_delc_INvar_det1_HbO2,filt_delc_INvar_det1_HHb,filt_delc_INvar_det1_ox-redCCO,filt_delc_INvar_det1_HbT,filt_delc_var_det2_HbO2,filt_delc_var_det2_HHb,filt_delc_var_det2_ox-redCCO,filt_delc_var_det2_HbT,filt_delc_INvar_det2_HbO2,filt_delc_INvar_det2_HHb,filt_delc_INvar_det2_ox-redCCO,filt_delc_INvar_det2_HbT,filt_delc_INvar_det3_HbO2,filt_delc_INvar_det3_HHb,filt_delc_INvar_det3_ox-redCCO,filt_delc_INvar_det3_HbT,filt_delc_INvar_det4_HbO2,filt_delc_INvar_det4_HHb,filt_delc_INvar_det4_ox-redCCO,filt_delc_INvar_det4_HbT,filt_SRS kHbO2,filt_SRS kHHb,filt_SRS kHbT,filt_SRS TOI,filt_BP,filt_HR,filt_LD_Flux,filt_LD_Concentration,filt_grid,filt_aligned time,filt_DPF 690,filt_DPF 750,filt_DPF 790,filt_DPF 850,filt_Us 690,filt_Us 750,filt_Us 790,filt_Us 850,filt_delc_var_det1_Hbdiff,filt_delc_INvar_det1_Hbdiff,filt_delc_var_det2_Hbdiff,filt_delc_INvar_det2_Hbdiff,filt_delc_INvar_det3_Hbdiff,filt_delc_INvar_det4_Hbdiff
0.000703308,30.00022606,-1.20801E-07,2.02177E-05,-6.83906E-06,2.00174E-05,1.33786E-05,1.87901E-05,-6.14654E-06,2.00677E-05,1.26435E-05,1.3123E-05,-1.67451E-05,2.31211E-05,-3.62206E-06,1.33926E-05,-1.54432E-05,2.21806E-05,-2.05061E-06,3.46183E-05,1.87249E-06,1.23439E-05,3.64907E-05,2.68672E-05,-4.67002E-06,2.14492E-05,2.21972E-05,0.000453413,2.74357E-05,0.000480849,0.556292862,0.971976296,0.879013293,1.039105836,3.74780443,,-13.401,8.675913349,8.204225207,7.890667032,7.396971868,10.91923164,8.965691549,9.165138871,10.03119498,-0.33835169,-0.328846254,-0.309935658,-0.300699775,-0.379515324,-0.236164255
3.001907946,30.9671456,1.10719E-07,0.227271674,-0.1609607,-0.001414476,0.066310974,0.226452299,-0.160261956,-0.001505369,0.066190342,0.197041655,-0.179235943,0.016415928,0.017805712,0.196175119,-0.178495626,0.016356469,0.017679494,0.166963641,-0.206026802,0.038252974,-0.039063161,0.260142402,-0.082143608,-0.053288888,0.177998794,2.835046986,-2.121044505,0.714002482,0.56248956,0.934497808,0.904297694,0.970030491,4.126005051,,-10.401,8.677724924,8.095825472,7.875334163,7.236260222,10.92581036,8.875347636,9.15125836,9.845931464,0.049853628,0.057843064,0.066312072,0.073942134,-0.006557627,0.106090217
5.999811367,31.93357023,2.48646E-07,0.32824674,-0.250374913,0.010606112,0.077871826,0.326211327,-0.248908602,0.010543086,0.077302726,0.329052723,-0.257211621,0.010674243,0.071841102,0.326911096,-0.255760824,0.010698895,0.071150272,0.297814821,-0.295771428,0.033688001,0.002043393,0.372138017,-0.149392101,-0.060451371,0.222745916,4.290862519,-3.051473075,1.239389444,0.565418513,0.906762702,0.912883138,0.92911716,4.056193481,,-7.401,8.614612809,8.047155323,7.853406465,7.261561476,10.8564543,8.830811462,9.139530248,9.896943389,0.240242906,0.246248738,0.276298818,0.281943309,0.21403818,0.285334325
8.998973401,32.90058791,-1.64317E-07,0.312974834,-0.235844706,0.011400556,0.077130128,0.308679021,-0.233515717,0.011777866,0.075163303,0.321256707,-0.236781742,0.007116272,0.084474965,0.317958189,-0.234106976,0.006967123,0.083851213,0.343263057,-0.263382226,-0.000732,0.079880831,0.330156268,-0.17532993,-0.030292714,0.154826338,3.910704863,-2.646756838,1.263948025,0.564355969,0.907529729,0.921457003,0.917045417,3.78927509,,-4.401,8.517536166,8.058224364,7.797536699,7.385957425,10.74125497,8.83196224,9.099873363,10.05207333,0.210440793,0.213323547,0.248072923,0.251336554,0.227097213,0.269290407
12.00000117,33.86784504,-5.00243E-07,0.263776088,-0.151530635,-0.018647739,0.112245453,0.257026256,-0.148592976,-0.017525436,0.10843328,0.172868045,-0.189629405,0.034500246,-0.01676136,0.16955865,-0.185381711,0.033680984,-0.015823061,0.28080784,-0.187813626,-0.021294291,0.092994214,0.233469037,-0.145975084,-0.006398495,0.087493953,2.429236733,-1.726000988,0.703235745,0.56130706,0.950803847,0.946224208,0.933463071,3.855205096,,-1.401,8.48495972,8.092506171,7.717938409,7.409454097,10.69373187,8.849730535,9.024499744,10.05666161,0.076927977,0.076748042,0.052531924,0.05421175,0.089073397,0.143248328
15.00054275,34.83484068,2.20032E-07,0.212239337,-0.076435473,-0.050678855,0.135803864,0.205293715,-0.073737307,-0.049212287,0.131556408,0.012362361,-0.155832457,0.065602826,-0.143470096,0.010329657,-0.151180119,0.064256445,-0.140850463,0.164711401,-0.138161246,-0.013722884,0.026550154,0.152261665,-0.090042079,-0.005833492,0.062219587,1.086010825,-1.149077566,-0.063066741,0.558905878,1.013304768,0.963598106,0.981096172,4.246945566,,1.599,8.565565449,8.120284273,7.687162462,7.315522021,10.7814408,8.860219725,8.972344558,9.929662613,-0.049703936,-0.049840169,-0.141770708,-0.139218835,-0.076675423,0.006107952
18.00005147,35.80185093,9.86352E-07,0.156194827,-0.062139501,-0.050086267,0.094055325,0.152114722,-0.060603574,-0.049075205,0.091511148,-0.023243921,-0.127664005,0.053320401,-0.150907927,-0.023797576,-0.12470763,0.052321785,-0.148505206,0.094508894,-0.132308311,-0.000466885,-0.037799417,0.094982001,-0.057475113,-0.009198769,0.037506888,0.592998685,-1.135059415,-0.542060731,0.558273836,1.034357075,0.942895891,1.022973395,4.479078557,,4.599,8.696845708,8.126658694,7.749592661,7.232269445,10.94127467,8.856066427,9.002478838,9.850764487,-0.120044419,-0.116152895,-0.205545442,-0.199818557,-0.152730864,-0.083738678
20.99971806,36.7690041,-2.37168E-07,0.130163131,-0.091617206,-0.029339317,0.038545926,0.129387674,-0.091282498,-0.029087074,0.038105176,0.053990715,-0.107655795,0.011488078,-0.05366508,0.053925794,-0.107056556,0.011386058,-0.053130762,0.123778952,-0.151996384,-0.003367768,-0.028217432,0.082083353,-0.063049368,-0.009249529,0.019033985,0.859258101,-1.382641016,-0.523382915,0.55887828,0.981398571,0.899534339,1.007765554,4.271552996,,7.599,8.772765576,8.116801895,7.84634679,7.204110093,11.04433496,8.849969512,9.083532487,9.834791147,-0.11659841,-0.108201019,-0.148319015,-0.139746261,-0.103772734,-0.091063072
23.99994573,37.73599281,-1.90912E-06,0.172473559,-0.124840151,-0.020152173,0.047633409,0.172092814,-0.124416255,-0.020267514,0.047676559,0.131836065,-0.12303076,-0.002412708,0.008805304,0.130742736,-0.122891499,-0.00205005,0.007851237,0.223997616,-0.17195903,-0.023164243,0.052038585,0.156646961,-0.078970413,-0.028414203,0.077676548,1.554947478,-1.645367812,-0.090420335,0.559990476,0.905583484,0.878787863,0.961359781,3.789351278,,10.599,8.754374866,8.111170396,7.876854374,7.181112925,11.03133632,8.856316755,9.117025252,9.786256872,-0.041065037,-0.032362121,-0.055098701,-0.047094376,0.016408577,-0.000578418
27.00014382,38.70286624,1.0203E-07,0.255500915,-0.154891853,-0.023701375,0.100609063,0.252066707,-0.152549401,-0.023695145,0.099517307,0.165012439,-0.178215699,0.023534418,-0.01320326,0.161577054,-0.175779726,0.023578139,-0.014202672,0.327395083,-0.187948709,-0.044691578,0.139446374,0.292063374,-0.088355446,-0.069992474,0.203707929,2.452075174,-1.964336094,0.48773908,0.561408341,0.884593769,0.89552069,0.965771473,3.361180846,,13.599,8.690374819,8.110919568,7.812013671,7.164129785,10.9524369,8.858816447,9.054081772,9.739023878,0.072014021,0.075744917,0.033262611,0.036628169,0.135795722,0.144223028
