filt_time,filt_cycle_number,filt_marker,filt_delc_var_det1_HbO2,filt_delc_var_det1_HHb,filt_delc_var_det1_ox-redCCO,filt_delc_var_det1_HbT,filt_delc_INvar_det1_HbO2,filt_delc_INvar_det1_HHb,filt_delc_INvar_det1_ox-redCCO,filt_delc_INvar_det1_HbT,filt_delc_var_det2_HbO2,filt_delc_var_det2_HHb,filt_delc_var_det2_ox-redCCO,filt_delc_var_det2_HbT,filt_delc_INvar_det2_HbO2,filt_delc_INvar_det2_HHb,filt_delc_INvar_det2_ox-redCCO,filt_delc_INvar_det2_HbT,filt_delc_INvar_det3_HbO2,filt_delc_INvar_det3_HHb,filt_delc_INvar_det3_ox-redCCO,filt_delc_INvar_det3_HbT,filt_delc_INvar_det4_HbO2,filt_delc_INvar_det4_HHb,filt_delc_INvar_det4_ox-redCCO,filt_delc_INvar_det4_HbT,filt_SRS kHbO2,filt_SRS kHHb,filt_SRS kHbT,filt_SRS TOI,filt_BP,filt_HR,filt_LD_Flux,filt_LD_Concentration,filt_grid,filt_aligned time,filt_DPF 690,filt_DPF 750,filt_DPF 790,filt_DPF 850,filt_Us 690,filt_Us 750,filt_Us 790,filt_Us 850,filt_delc_var_det1_Hbdiff,filt_delc_INvar_det1_Hbdiff,filt_delc_var_det2_Hbdiff,filt_delc_INvar_det2_Hbdiff,filt_delc_INvar_det3_Hbdiff,filt_delc_INvar_det4_Hbdiff
0.000703308,29.00022581,-6.60208E-06,-3.052E-05,4.10519E-05,6.73278E-05,1.05318E-05,-5.38782E-05,3.97841E-05,4.57853E-05,-1.40941E-05,0.000264824,8.68098E-05,-8.07187E-05,0.000351634,0.000222946,7.86524E-05,-8.70857E-05,0.000301598,-0.000204445,-2.99469E-05,0.000160972,-0.000234391,-0.000450051,3.67692E-05,0.000263385,-0.000413282,0.000539951,-0.000855912,-0.000315961,0.586446466,0.807094935,1.080975736,0.021005216,4.896567141,,85.873,6.518892394,6.283654041,6.933498802,6.037527796,10.9091333,10.10304616,10.86350683,9.321956202,-2.016595096,-1.980102487,-2.690298312,-2.640876414,-3.405881665,-3.667976178
3.001907946,29.9668369,0.001674965,-0.377924062,0.016908325,0.086883761,-0.361015737,-0.361989084,0.016517017,0.079766591,-0.345472066,-0.214681777,0.119987554,-0.046333499,-0.094694223,-0.212734748,0.113304794,-0.04470915,-0.099429954,0.021998432,0.085690443,-0.157912277,0.107688876,0.177762324,0.025006581,-0.140134805,0.202768904,-4.168272642,2.413599513,-1.754673128,0.581970393,0.831216355,1.031499367,0.054631783,5.248443623,,88.873,6.58729316,6.201616395,6.646384972,5.913901422,11.19598242,10.07896338,10.58398471,9.219365077,-2.411355911,-2.358514925,-3.025145657,-2.967060249,-3.469399178,-3.514733615
5.999811367,30.9330964,0.00795258,-0.369522156,-0.035275996,0.035731317,-0.404798153,-0.355996937,-0.035117519,0.030798998,-0.391114456,-0.278917462,0.033608801,-0.038873233,-0.245308661,-0.275910273,0.028466751,-0.036833447,-0.247443522,-0.123600848,-0.068074787,-0.07786384,-0.191675635,0.146984297,-0.151570709,-0.075248833,-0.004586412,-6.675403797,2.059349501,-4.616054296,0.5808079,0.823400251,1.026623075,0.05724092,5.17307619,,91.873,6.551110005,6.327044001,6.636823678,5.960619586,11.12607388,10.26775992,10.58189191,9.288193607,-2.350769684,-2.300888242,-3.003002589,-2.945397732,-3.461233228,-3.368934352
8.998973401,31.90027459,-0.000201939,-0.163621331,-0.124207348,-0.059299011,-0.287828679,-0.160600942,-0.122336876,-0.057920966,-0.282937818,-0.233975702,-0.177791416,0.030860991,-0.411767118,-0.229481177,-0.175530892,0.031217858,-0.405012069,-0.199131795,-0.321525034,0.105807139,-0.520656829,0.174039799,-0.378138552,0.057726559,-0.204098753,-8.408473032,0.215092353,-8.193380679,0.581341634,0.769665371,1.043171111,0.037579519,4.835749406,,94.873,6.503066747,6.543406789,6.792459969,6.11402946,10.8866374,10.51777256,10.71731185,9.475959145,-2.055937506,-2.018272891,-2.746660612,-2.694970993,-3.283313928,-3.115311007
12.00000117,32.86781311,-0.019040056,-0.212755856,-0.16977899,-0.039219035,-0.382534846,-0.206046084,-0.16560611,-0.037393995,-0.371652194,-0.272529496,-0.294398511,0.118957569,-0.566928007,-0.261769916,-0.286293999,0.115815516,-0.548063915,-0.008614773,-0.403136371,0.124825016,-0.411751144,0.428425727,-0.428611966,0.038659243,-0.000186239,-10.94577081,0.04714105,-10.89862976,0.579965263,0.709615118,1.034859946,0.024191089,4.616512957,,97.873,6.57240285,6.582340243,6.826416218,6.173665553,10.87371984,10.51665129,10.69226402,9.572350179,-2.05950039,-2.020448798,-2.668607311,-2.616496625,-3.011185569,-2.810451665
15.00054275,33.83474354,-0.004254231,-0.523774999,-0.148918779,0.051423155,-0.672693779,-0.499980886,-0.14315155,0.049032405,-0.643132436,-0.452628052,-0.261455965,0.164738255,-0.714084018,-0.430306373,-0.25150646,0.158291292,-0.681812832,0.191501582,-0.313563498,-0.009855302,-0.122061916,0.55690864,-0.370259602,-0.067774938,0.186649038,-13.50081066,1.909737826,-11.59107284,0.576873774,0.705169395,1.004624637,0.025324327,4.539281864,,100.873,6.700220454,6.424328363,6.704462161,6.085969156,11.08067988,10.26753684,10.51142017,9.492929804,-2.391379744,-2.33683816,-2.881648412,-2.819820621,-2.900642087,-2.740321116
18.00005147,34.80142871,0.037882048,-0.681139874,-0.098010609,0.040233506,-0.779150484,-0.649170394,-0.092665365,0.037484926,-0.741835759,-0.619759095,-0.198004224,0.147782308,-0.81776332,-0.589086584,-0.188207765,0.140533834,-0.777294349,0.082111414,-0.246084742,-0.085519882,-0.163973327,0.257837661,-0.395462722,-0.062671206,-0.13762506,-14.02467019,3.297355132,-10.72731505,0.575425799,0.757574617,0.980834078,0.028393504,4.424916224,,103.873,6.733050438,6.318969392,6.625403016,5.99703793,11.17750939,10.11319011,10.41891516,9.38338588,-2.599652789,-2.536513854,-3.112231197,-3.041899526,-3.077511011,-3.014188975
20.99971806,35.76857632,0.016165218,-0.525742009,-0.054724236,-0.098839395,-0.580466245,-0.505129986,-0.051512763,-0.097021636,-0.556642749,-0.688185352,-0.194962859,0.112283891,-0.883148211,-0.661232634,-0.186378511,0.106836436,-0.847611145,-0.254135821,-0.276751662,-0.032416629,-0.530887483,-0.235565589,-0.496876157,0.052781902,-0.732441746,-12.66717314,2.753799643,-9.913373495,0.576754137,0.812998334,0.961630245,0.025012093,4.254568468,,106.873,6.643169693,6.403189337,6.692065423,6.011089978,11.02795411,10.24014305,10.52080834,9.377620814,-2.487541297,-2.433626047,-3.183698818,-3.115874831,-3.383091326,-3.406178789
23.99994573,36.73589866,-0.075831377,-0.342533812,-0.036732522,-0.211726495,-0.379266334,-0.33925146,-0.035389352,-0.207368657,-0.374640812,-0.732051479,-0.229883293,0.113226753,-0.961934773,-0.718586443,-0.22389086,0.110169881,-0.942477303,-0.468098005,-0.332193253,0.038992706,-0.800291259,-0.486191004,-0.529859437,0.123039292,-1.016050441,-11.7996842,1.447934452,-10.35174975,0.578425374,0.844298581,0.942571025,0.019590215,4.0806266,,109.873,6.542336326,6.509462148,6.813124619,6.039851767,10.83198285,10.40343319,10.69266296,9.382858383,-2.322324813,-2.283870932,-3.192644512,-3.13571629,-3.541611919,-3.623820924
27.00014382,37.70283104,-0.052524162,-0.331200677,-0.036982921,-0.198647286,-0.368183598,-0.334633108,-0.036183183,-0.196158292,-0.370816291,-0.745975101,-0.239515971,0.143678382,-0.985491072,-0.743684674,-0.23634308,0.142118504,-0.980027754,-0.357712077,-0.350283376,0.056465826,-0.707995453,-0.360404796,-0.467069052,0.110044717,-0.827473848,-12.68361413,0.988398928,-11.6952152,0.57830598,0.86170463,0.956863166,0.019062086,3.895650937,,112.873,6.548937113,6.45419751,6.875628631,5.971309459,10.83802619,10.32207471,10.78188312,9.259293222,-2.31074128,-2.278458749,-3.196935456,-3.148362302,-3.413135868,-3.560825101
