filt_time,filt_cycle_number,filt_marker,filt_delc_var_det1_HbO2,filt_delc_var_det1_HHb,filt_delc_var_det1_ox-redCCO,filt_delc_var_det1_HbT,filt_delc_INvar_det1_HbO2,filt_delc_INvar_det1_HHb,filt_delc_INvar_det1_ox-redCCO,filt_delc_INvar_det1_HbT,filt_delc_var_det2_HbO2,filt_delc_var_det2_HHb,filt_delc_var_det2_ox-redCCO,filt_delc_var_det2_HbT,filt_delc_INvar_det2_HbO2,filt_delc_INvar_det2_HHb,filt_delc_INvar_det2_ox-redCCO,filt_delc_INvar_det2_HbT,filt_delc_INvar_det3_HbO2,filt_delc_INvar_det3_HHb,filt_delc_INvar_det3_ox-redCCO,filt_delc_INvar_det3_HbT,filt_delc_INvar_det4_HbO2,filt_delc_INvar_det4_HHb,filt_delc_INvar_det4_ox-redCCO,filt_delc_INvar_det4_HbT,filt_SRS kHbO2,filt_SRS kHHb,filt_SRS kHbT,filt_SRS TOI,filt_BP,filt_HR,filt_LD_Flux,filt_LD_Concentration,filt_grid,filt_aligned time,filt_DPF 690,filt_DPF 750,filt_DPF 790,filt_DPF 850,filt_Us 690,filt_Us 750,filt_Us 790,filt_Us 850,filt_delc_var_det1_Hbdiff,filt_delc_INvar_det1_Hbdiff,filt_delc_var_det2_Hbdiff,filt_delc_INvar_det2_Hbdiff,filt_delc_INvar_det3_Hbdiff,filt_delc_INvar_det4_Hbdiff
0.000703308,126.0002268,4.14192E-07,0.000112345,-5.90777E-05,7.57393E-05,5.32671E-05,0.000117215,-6.41358E-05,7.81E-05,5.30788E-05,0.000193136,-7.99671E-05,3.76262E-05,0.000113169,0.000201195,-8.51878E-05,3.83558E-05,0.000116007,0.000231,-0.000116793,5.87749E-05,0.000114207,0.000428578,-7.65214E-05,-7.42596E-05,0.000352056,0.002350531,0.000959616,0.003310147,0.471309309,1.202956107,1.111811026,0.409973665,0.700672384,,2.115,8.58034347,8.992854574,8.239850653,8.140533924,10.47631501,10.32717214,8.860269389,7.947647795,-0.711144791,-0.733029874,-0.985380914,-1.018597767,-1.118354082,-1.114764373
3.001907946,126.9682996,9.50765E-07,0.145364428,-0.133857432,0.029392656,0.011506996,0.147935867,-0.13672899,0.029858606,0.011206877,0.398012278,-0.15828216,-0.079834436,0.239730118,0.405090477,-0.161747438,-0.081145897,0.243343039,0.256473715,-0.258474718,-0.01783674,-0.002001003,0.241542739,-0.11852183,0.018313902,0.123020909,2.247668507,-1.688237598,0.559430908,0.475658964,1.186946899,1.103646634,0.376322582,0.621826221,,5.115,8.732516667,9.101039789,8.358484978,8.413697425,10.68382437,10.4692862,9.014247933,8.187247308,-0.432094354,-0.448546367,-0.429359579,-0.452046235,-0.603753441,-0.755204904
5.999811367,127.9347153,-6.10958E-07,0.147796746,-0.154072402,0.007356275,-0.006275657,0.150300093,-0.157199318,0.007922648,-0.006899225,0.433980796,-0.188385245,-0.091745644,0.245595551,0.440586993,-0.192368478,-0.09300064,0.248218516,0.224320597,-0.312749795,-0.011440066,-0.088429198,0.162502732,-0.146398551,0.034766844,0.016104182,2.218693087,-2.319159788,-0.100466701,0.476351944,1.129042135,1.07032439,0.344904114,0.570319215,,8.115,8.842765347,9.121135489,8.329691566,8.477636465,10.86928989,10.5436948,9.007014449,8.234001047,-0.409447065,-0.425711813,-0.363287976,-0.385928679,-0.581631483,-0.80636819
8.998973401,128.9010538,-1.90967E-06,0.089243944,-0.121085329,0.004051331,-0.031841385,0.08971406,-0.122458753,0.004343266,-0.032744693,0.289977257,-0.149451992,-0.025031256,0.140525265,0.290913552,-0.151442702,-0.025303638,0.139470849,0.111298663,-0.234099949,0.040962277,-0.122801287,0.035681768,-0.112874658,0.022909306,-0.077192891,2.017296106,-1.784175279,0.233120826,0.475649399,1.056538718,1.047470902,0.354144214,0.555434516,,11.115,8.845404251,9.067089619,8.213166995,8.367576408,10.92002832,10.54328723,8.897089768,8.15555704,-0.50098694,-0.521038412,-0.546224768,-0.576527896,-0.773303263,-0.966713047
12.00000117,129.8681633,8.09095E-07,0.118922784,-0.123809613,0.06967136,-0.004886829,0.118265362,-0.123944303,0.069491842,-0.005678941,0.319833132,-0.144562786,0.044765597,0.175270346,0.317813198,-0.14487396,0.044877982,0.172939239,0.206934256,-0.199515754,0.111568303,0.007418502,0.207111151,-0.088814141,-0.017717547,0.11829701,3.68283972,-0.763618122,2.919221598,0.476556881,1.033073887,1.083443459,0.411982667,0.572562435,,14.115,8.750571168,8.997332507,8.168381845,8.289681949,10.79654422,10.48508312,8.852585873,8.139770489,-0.468583817,-0.491001559,-0.521258099,-0.556196992,-0.712251865,-0.81934418
15.00054275,130.8356057,3.75977E-06,0.175999994,-0.10152723,0.113848965,0.074472764,0.17609971,-0.101913936,0.113202719,0.074185774,0.436801503,-0.122811064,0.030870545,0.313990439,0.436751161,-0.123267484,0.030339412,0.313483677,0.317782069,-0.192509756,0.134276684,0.125272313,0.415099121,-0.055974887,-0.03197764,0.359124234,4.502332156,0.185502332,4.687834488,0.476589255,1.085456152,1.122290067,0.452386477,0.613434953,,17.115,8.67537959,8.931302863,8.225575444,8.355184483,10.66281729,10.38864497,8.914735456,8.213137607,-0.43378899,-0.455197578,-0.42604145,-0.458865506,-0.60841005,-0.644195465
18.00005147,131.8027728,-8.47998E-07,0.080822461,0.023052924,0.066111261,0.103875384,0.081465342,0.022028586,0.065348167,0.103493928,0.313673235,0.005137514,-0.038429332,0.318810749,0.315597264,0.003779923,-0.039454835,0.319377188,0.108566385,-0.078169834,0.101805871,0.030396551,0.20427447,0.040447386,0.022549177,0.244721856,1.750029044,0.991141769,2.741170813,0.472737223,1.182809548,1.023842925,0.424794351,0.660034685,,20.115,8.689581627,8.887129844,8.286324088,8.466926038,10.6886133,10.32916606,8.995708811,8.252097189,-0.653546677,-0.673774469,-0.677118296,-0.707066809,-0.931965656,-0.951442389
20.99971806,132.7695667,-7.267E-06,-0.132124689,0.153353791,0.020008904,0.021229103,-0.132671806,0.152103459,0.01977372,0.019431653,0.007531242,0.159426624,-0.04272833,0.166957866,0.008358363,0.157726789,-0.043135263,0.166085152,-0.242177962,0.115564709,0.089184977,-0.126613253,-0.280178495,0.151358054,0.114813302,-0.128820441,-1.419764082,1.603375472,0.18361139,0.468600246,1.260577689,0.780734868,0.374782006,0.682799454,,23.115,8.718648797,8.91742955,8.296899545,8.469710585,10.80741593,10.40519109,9.043146433,8.203497962,-0.996794693,-1.017986489,-1.137549398,-1.168252576,-1.476444546,-1.546806022
23.99994573,133.7363704,2.84748E-07,-0.215894755,0.145504671,0.074915928,-0.070390085,-0.217674044,0.143912487,0.075569617,-0.073761556,-0.086304165,0.188155343,0.045702625,0.101851179,-0.086425525,0.186409285,0.046268606,0.09998376,-0.272082947,0.210518721,0.138375457,-0.061564226,-0.493541982,0.164162527,0.185851828,-0.329379455,-0.391648872,1.74223829,1.350589417,0.469679771,1.266044914,0.616956159,0.372203065,0.668605151,,26.115,8.67808734,9.022673917,8.29989659,8.356852914,10.82724152,10.5831097,9.080814391,8.147120413,-1.072715639,-1.094797755,-1.260113525,-1.291718961,-1.601303543,-1.772973981
27.00014382,134.7035539,1.38E-05,-0.080307928,0.04154326,0.158102746,-0.038764668,-0.081369982,0.039224974,0.159195997,-0.042145008,0.146013115,0.105588663,0.100774518,0.251601778,0.148331209,0.103454827,0.10117009,0.251786036,0.022394592,0.146639399,0.185900305,0.169033991,-0.309040454,0.078343363,0.215687529,-0.23069709,3.282009632,1.341775911,4.623785542,0.474310708,1.209001893,0.724179035,0.408410676,0.639964754,,29.115,8.612598238,9.094240677,8.331904105,8.269077281,10.71994998,10.67451473,9.118142497,8.151586829,-0.833167402,-0.85380618,-0.945229565,-0.974007768,-1.242946682,-1.50265329
