filt_time,filt_cycle_number,filt_marker,filt_delc_var_det1_HbO2,filt_delc_var_det1_HHb,filt_delc_var_det1_ox-redCCO,filt_delc_var_det1_HbT,filt_delc_INvar_det1_HbO2,filt_delc_INvar_det1_HHb,filt_delc_INvar_det1_ox-redCCO,filt_delc_INvar_det1_HbT,filt_delc_var_det2_HbO2,filt_delc_var_det2_HHb,filt_delc_var_det2_ox-redCCO,filt_delc_var_det2_HbT,filt_delc_INvar_det2_HbO2,filt_delc_INvar_det2_HHb,filt_delc_INvar_det2_ox-redCCO,filt_delc_INvar_det2_HbT,filt_delc_INvar_det3_HbO2,filt_delc_INvar_det3_HHb,filt_delc_INvar_det3_ox-redCCO,filt_delc_INvar_det3_HbT,filt_delc_INvar_det4_HbO2,filt_delc_INvar_det4_HHb,filt_delc_INvar_det4_ox-redCCO,filt_delc_INvar_det4_HbT,filt_SRS kHbO2,filt_SRS kHHb,filt_SRS kHbT,filt_SRS TOI,filt_BP,filt_HR,filt_LD_Flux,filt_LD_Concentration,filt_grid,filt_aligned time,filt_DPF 690,filt_DPF 750,filt_DPF 790,filt_DPF 850,filt_Us 690,filt_Us 750,filt_Us 790,filt_Us 850,filt_delc_var_det1_Hbdiff,filt_delc_INvar_det1_Hbdiff,filt_delc_var_det2_Hbdiff,filt_delc_INvar_det2_Hbdiff,filt_delc_INvar_det3_Hbdiff,filt_delc_INvar_det4_Hbdiff
0.000703308,160.0002258,-4.25528E-10,0.00018563,2.3866E-05,-2.47685E-05,0.000209496,0.000192916,3.14002E-05,-3.23308E-05,0.000224316,9.53833E-05,3.60784E-06,4.51569E-05,9.89911E-05,9.68575E-05,1.08459E-05,3.94267E-05,0.000107703,0.000524974,6.52765E-05,-0.000132071,0.000590251,0.00025677,1.98903E-05,2.26058E-06,0.00027666,0.000284215,0.000384023,0.000668239,0.517090401,0.816041567,0.601993121,0.750093486,0.459104695,,-66.137,8.810978166,7.869625187,8.154983032,7.805095916,16.45511884,13.41840745,14.58254958,13.65642638,-0.341985678,-0.33716369,-0.578498566,-0.57071528,-0.997169684,-0.834431241
3.001907946,160.9669968,-5.30847E-10,0.105263698,-0.057912298,-0.034824292,0.0473514,0.104574118,-0.057188005,-0.034543092,0.047386113,-0.010526896,-0.104060173,0.025256114,-0.11458707,-0.009250628,-0.102975404,0.024651178,-0.112226033,0.254853238,-0.057086091,-0.061958645,0.197767146,0.072191149,-0.028885359,0.052896341,0.04330579,-0.650768133,-2.223911613,-2.874679746,0.518515462,0.819788261,0.680165887,0.682072324,0.473187616,,-63.137,8.813320921,7.864710761,8.094760576,7.569511281,16.56061969,13.43693246,14.59037341,13.34537493,-0.178971446,-0.175563083,-0.485057064,-0.477076515,-0.685690052,-0.733591613
5.999811367,161.9333028,7.08653E-10,0.185026864,-0.064045727,-0.063142905,0.120981137,0.180941986,-0.063449603,-0.061815066,0.117492383,0.01894117,-0.139584422,0.029124102,-0.120643252,0.017365064,-0.137880547,0.028935425,-0.120515483,0.333604234,-0.093999358,-0.062752664,0.239604876,0.154732817,-0.067040648,0.073968026,0.087692169,-1.178701999,-2.610563425,-3.789265424,0.518450682,0.838233496,0.680749873,0.60091284,0.47110761,,-60.137,8.702345715,7.857879315,8.032204776,7.487913017,16.44019249,13.44327731,14.51289871,13.26989043,-0.093074851,-0.092933617,-0.420064749,-0.41555568,-0.570025789,-0.612894656
8.998973401,162.9004391,1.13298E-09,0.126800529,-0.020555349,-0.096374081,0.10624518,0.123945877,-0.020263472,-0.093405128,0.103682406,-0.050461381,-0.099074485,-0.000769789,-0.149535867,-0.049834571,-0.096996918,0.000184954,-0.146831488,0.106241563,-0.104060998,-0.040395234,0.002180564,-0.003631586,-0.121158973,0.060479636,-0.124790559,-1.980612189,-1.24082739,-3.221439579,0.516645104,0.835317033,0.620242655,0.476678428,0.449668776,,-57.137,8.500437718,7.839740842,7.929049768,7.468620036,16.1045821,13.40707101,14.29671215,13.23158441,-0.194791565,-0.193115857,-0.529977237,-0.523638944,-0.78732682,-0.717140733
12.00000117,163.8679496,-1.13496E-09,-0.128608121,0.018528005,-0.124633408,-0.110080116,-0.119732286,0.019229978,-0.120384813,-0.100502308,-0.350576778,-0.040297603,-0.032034938,-0.390874381,-0.333485706,-0.037628817,-0.030998189,-0.371114524,-0.359830548,-0.098918578,-0.049673858,-0.458749126,-0.521127756,-0.170335947,0.036299837,-0.691463704,-3.220987505,0.217506864,-3.003480641,0.514408824,0.782016834,0.577778482,0.361255957,0.42652394,,-54.137,8.39212089,7.823532675,7.796999351,7.407316152,15.89569914,13.36083031,14.03380597,13.05985004,-0.489283568,-0.47628747,-0.888869516,-0.86665818,-1.258541352,-1.18545993
15.00054275,164.8349022,-2.34954E-09,-0.445998593,0.005962569,-0.10675137,-0.440036024,-0.423847322,0.007356679,-0.102437247,-0.416490643,-0.756539584,-0.024098512,-0.007450148,-0.780638096,-0.718538235,-0.020687774,-0.00861853,-0.73922601,-0.806195931,-0.097403079,-0.058695782,-0.90359901,-1.082810622,-0.176255908,0.031646197,-1.259066531,-3.966674993,0.447313355,-3.519361638,0.513635865,0.716169935,0.591732947,0.384796713,0.430490247,,-51.137,8.473485762,7.832957764,7.737296401,7.396376285,16.04136202,13.37996908,13.93313247,12.99003538,-0.794108604,-0.768529208,-1.311031412,-1.268651752,-1.706422233,-1.741222835
18.00005147,165.8016106,1.72056E-09,-0.623238706,-0.051151112,-0.033538611,-0.674389818,-0.599173949,-0.049357701,-0.03062323,-0.648531651,-0.997789544,-0.05640237,0.07233751,-1.054191913,-0.953560449,-0.05249403,0.068045655,-1.00605448,-1.035884286,-0.106929827,-0.012817082,-1.142814113,-1.355076034,-0.135628831,0.062150078,-1.490704865,-2.950358774,-0.436253363,-3.386612136,0.515247229,0.692148511,0.629893828,0.558479019,0.474891399,,-48.137,8.543856132,7.852230295,7.806379666,7.494591196,16.20482936,13.44961355,14.07358576,13.18021894,-0.914235037,-0.887141454,-1.519977515,-1.47186771,-1.926583841,-2.054115324
20.99971806,166.7687395,4.75745E-09,-0.610281157,-0.10961704,0.04663257,-0.719898198,-0.594039656,-0.107100092,0.047040097,-0.701139748,-0.95214482,-0.097950301,0.134658204,-1.05009512,-0.919370352,-0.093832636,0.128885381,-1.013202988,-1.042873835,-0.114900476,0.056032039,-1.15777431,-1.377649617,-0.088134193,0.114690276,-1.46578381,-0.232884697,-1.532555271,-1.765439969,0.518407637,0.709263297,0.655361492,0.698552636,0.53896356,,-45.137,8.396478842,7.867006227,7.919496639,7.551558793,15.97947632,13.52520872,14.3029097,13.35726449,-0.84281156,-0.82426477,-1.43278486,-1.396339007,-1.92560274,-2.124183545
23.99994573,167.7360317,-2.39121E-09,-0.519121567,-0.142278518,0.096598965,-0.661400085,-0.509219448,-0.138458756,0.094493193,-0.647678203,-0.710922008,-0.109701979,0.124873434,-0.820623987,-0.693172801,-0.105609883,0.120004033,-0.798782684,-0.874085567,-0.098901318,0.06508707,-0.972986886,-1.326020688,-0.062737784,0.158984485,-1.388758472,2.570308584,-2.154485022,0.415823561,0.521217168,0.729735449,0.672602409,0.650971474,0.579082527,,-42.137,8.192507217,7.939609196,7.975398767,7.449168815,15.62711907,13.70298084,14.47083493,13.28139238,-0.718990492,-0.708085898,-1.17981037,-1.158364209,-1.77281363,-2.097951024
27.00014382,168.7029857,-9.43471E-09,-0.462162927,-0.152751469,0.133500623,-0.614914395,-0.454161636,-0.14854453,0.130410369,-0.602706166,-0.438131679,-0.078098419,0.070456556,-0.516230098,-0.429213904,-0.074650084,0.067537076,-0.503863988,-0.561498099,-0.051632944,-0.002260797,-0.613131043,-1.212032451,-0.051500815,0.17699341,-1.263533266,3.911310845,-2.038612499,1.872698346,0.522210181,0.734086083,0.694620637,0.493012495,0.564867181,,-39.137,8.219063205,8.106146838,8.000114224,7.3177756,15.67514029,14.0429371,14.60978727,13.14656899,-0.6515589,-0.642942312,-0.938623602,-0.925365111,-1.507494536,-1.995199757
